,date_t2,swe,hn,time_t2,obs_year,swe_a,hn_a,swe_b,hn_b,swe_c,hn_c,den,week,geometry,latitude,longitude,easting,northing,zone,pitid,state,location,site,melt,comments,date_t1,days_between,uv_fp,inc,cor,int_hn_VV,unw_hn_VV,100_cor_VV,100_int_hn,100_unw_hn_VV,int_hn_VH,unw_hn_VH,100_cor_VH,100_unw_hn_VH,int_hn_HV,unw_hn_HV,100_cor_HV,100_unw_hn_HV,int_hn_HH,unw_hn_HH,100_cor_HH,100_unw_hn_HH
251,2021-03-22,0.0,0.0,8:00,2020-2021,0.0,0.0, , , , ,,11,POINT (-115.51688 44.07249),44.07249,-115.51688,,,,IDBRL1,ID,Boise River Basin,LR_1,Yes, ,2021-03-17,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-16_2021-03-22.sd.nc,1.1525094509124756,0.1330987811088562,-0.054997771978378296,-0.02197752706706524,0.4924747943878174,-0.018126720562577248,0.0016078228363767266,-0.0349283441901207,0.006666472181677818,0.48420825600624084,0.012728674337267876,-0.00569132948294282,0.013138522394001484,0.4817165732383728,0.029612615704536438,-0.05828684940934181,,0.4859609007835388,
253,2021-01-20,0.003,0.018000000000000002,8:30,2020-2021,3.0,1.5,3.0,2.0,3.5,2.0,166.16666666666666,2,POINT (-115.31426 44.13563),44.13563,-115.31426,,,,IDBRL2,ID,Boise River Basin,LR_2,Yes, ,2021-01-15,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-15_2021-01-20.sd.nc,0.839016318321228,0.8145285248756409,-0.10617804527282715,-0.0919712632894516,0.7378142476081848,-0.07077895849943161,-0.07154451310634613,-0.07571949809789658,-0.0810900330543518,0.6713239550590515,-0.07114584743976593,-0.07637711614370346,-0.08827023953199387,0.694573700428009,-0.07096216082572937,-0.08885486423969269,-0.08884407579898834,0.7293766140937805,-0.0703561082482338
254,2021-01-27,0.017,0.177,8:50,2020-2021,16.0,18.0,17.0,18.0,17.0,17.0,95.75706214689268,3,POINT (-115.31426 44.13563),44.13563,-115.31426,,,,IDBRL2,ID,Boise River Basin,LR_2,Yes, ,2021-01-20,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,0.839016318321228,0.6495955586433411,0.0645175501704216,0.065731480717659,0.5250533819198608,0.04813931882381439,0.047723617404699326,0.09555745869874954,0.06700147688388824,0.4265318810939789,0.05735016614198685,0.09978382289409637,0.05900071933865547,0.4461573362350464,0.04895756021142006,0.09278140962123871,0.08987586945295334,0.4962294101715088,0.055493250489234924
255,2021-02-04,0.003,0.03,8:30,2020-2021,3.5,3.0,3.5,3.0,3.0,3.0,99.7,4,POINT (-115.31426 44.13563),44.13563,-115.31426,,,,IDBRL2,ID,Boise River Basin,LR_2,Yes, ,2021-01-27,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,0.839016318321228,0.11255928128957748,0.3102984130382538,,0.36996933817863464,0.2333533614873886,,0.3389720320701599,,0.3330844044685364,,0.35160017013549805,,0.33979058265686035,,0.34097811579704285,,0.36294350028038025,
256,2021-02-10,0.007,0.042,09:29,2020-2021,8.0,4.5,7.0,4.0,6.5,4.0,166.16666666666666,5,POINT (-115.31426 44.13563),44.13563,-115.31426,,,,IDBRL2,ID,Boise River Basin,LR_2,Yes, ,2021-02-04,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,0.839016318321228,0.47589758038520813,-0.11080106347799301,-0.07075825333595276,0.3519594669342041,-0.09869416803121567,-0.11653038114309311,-0.0995505079627037,,0.3267400860786438,,-0.10315527021884918,,0.31494754552841187,,-0.13037973642349243,,0.3479960560798645,
259,2021-03-10,0.0,0.0,10:20,2020-2021,0.0,0.0, , , , ,,9,POINT (-115.31426 44.13563),44.13563,-115.31426,,,,IDBRL2,ID,Boise River Basin,LR_2,No, ,2021-03-03,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,0.839016318321228,0.6240291595458984,-0.1966097503900528,-0.18279263377189636,0.5173750519752502,-0.14852972328662872,-0.1410394161939621,-0.18447786569595337,-0.18258138000965118,0.475043386220932,-0.14146630465984344,-0.16856606304645538,-0.17770041525363922,0.4834868013858795,-0.141807422041893,-0.12612104415893555,-0.15553219616413116,0.5065078735351562,-0.14446008205413818
260,2021-03-17,0.0,0.0,10:20,2020-2021,0.0,0.0, , , , ,,10,POINT (-115.31426 44.13563),44.13563,-115.31426,,,,IDBRL2,ID,Boise River Basin,LR_2,No, ,2021-03-10,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-10_2021-03-16.sd.nc,0.839016318321228,0.5585163831710815,-0.11682181060314178,-0.12270555645227432,0.5532718896865845,-0.11889337003231049,-0.1188969537615776,-0.11070511490106583,-0.10787174105644226,0.4990914762020111,-0.11231666803359985,-0.10865377634763718,-0.10820692777633667,0.5080976486206055,-0.11490373313426971,-0.1436421275138855,-0.1162828579545021,0.530066192150116,-0.11782196909189224
261,2021-03-22,0.006,0.015,8:30,2020-2021,6.0,1.5,6.0,1.0,6.0,2.0,398.8,11,POINT (-115.31426 44.13563),44.13563,-115.31426,,,,IDBRL2,ID,Boise River Basin,LR_2,Yes, ,2021-03-17,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-16_2021-03-22.sd.nc,0.839016318321228,0.19074520468711853,-0.04669666662812233,,0.38363972306251526,-0.007992587983608246,,0.14139120280742645,,0.381121426820755,,0.12214675545692444,0.012971981428563595,0.388189435005188,0.0014686028007417917,0.1550622582435608,,0.40069204568862915,
263,2021-01-20,0.004,0.03,8:50,2020-2021,4.0,3.0,4.0,3.0,4.0,3.0,132.93333333333334,2,POINT (-115.24869 44.19866),44.19866,-115.24869,,,,IDBRL3,ID,Boise River Basin,LR_3,No, ,2021-01-15,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-15_2021-01-20.sd.nc,1.2280569076538086,0.7086213231086731,-0.019185155630111694,-0.027551740407943726,0.5881657004356384,-0.04851031303405762,-0.05559226870536804,-0.04563421383500099,-0.040739502757787704,0.5656866431236267,-0.054314691573381424,-0.05514339357614517,-0.04002685844898224,0.5786460041999817,-0.0569290854036808,-0.0285858903080225,-0.03834868595004082,0.5870538353919983,-0.059364818036556244
264,2021-01-27,0.011,0.113,9:00,2020-2021,11.0,11.0,11.0,11.0,11.0,12.0,97.05309734513273,3,POINT (-115.24869 44.19866),44.19866,-115.24869,,,,IDBRL3,ID,Boise River Basin,LR_3,No, ,2021-01-20,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,1.2280569076538086,0.5813348889350891,0.026961583644151688,0.02195717766880989,0.5140172839164734,0.016690576449036598,0.017902541905641556,0.027820751070976257,0.030466794967651367,0.4778580665588379,0.025756945833563805,-0.021833764389157295,0.020197754725813866,0.492803156375885,0.019902609288692474,0.03225577995181084,0.02028215117752552,0.5035159587860107,0.027454301714897156
265,2021-02-04,0.022,0.098,9:00,2020-2021,22.0,10.0,22.0,10.0,21.5,9.5,223.81632653061223,4,POINT (-115.24869 44.19866),44.19866,-115.24869,,,,IDBRL3,ID,Boise River Basin,LR_3,Yes, ,2021-01-27,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,1.2280569076538086,0.2673792243003845,0.07461121678352356,,0.31509461998939514,0.17724159359931946,0.21369987726211548,0.07999452203512192,,0.30283015966415405,0.21383173763751984,0.14210708439350128,,0.30117669701576233,0.17257630825042725,0.03992471843957901,,0.31460320949554443,0.12671922147274017
266,2021-02-10,0.008,0.063,09:58,2020-2021,8.0,6.5,8.0,6.0,8.5,6.5,126.6031746031746,5,POINT (-115.24869 44.19866),44.19866,-115.24869,,,,IDBRL3,ID,Boise River Basin,LR_3,No,"LR_3 is more shaded and right at the lip of the ridge, it did not see melt like LR_1, LR_2, and LR_4 saw. ",2021-02-04,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.2280569076538086,0.5010300278663635,-0.07593435049057007,-0.09405872225761414,0.30892670154571533,-0.0838964581489563,-0.11006899923086166,-0.10780779272317886,-0.09565141797065735,0.30360785126686096,-0.10254301875829697,-0.10284309834241867,,0.3072587251663208,-0.11309865862131119,-0.09498517215251923,-0.08871155232191086,0.3150867223739624,-0.1159108504652977
269,2021-03-10,0.0,0.0,10:30,2020-2021,0.0,0.0, , , , ,,9,POINT (-115.24869 44.19866),44.19866,-115.24869,,,,IDBRL3,ID,Boise River Basin,LR_3,No, ,2021-03-03,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,1.2280569076538086,0.31892600655555725,-0.07845427095890045,-0.07406937330961227,0.4091094434261322,-0.12407444417476654,-0.1117984801530838,-0.11373790353536606,-0.08887357264757156,0.4104556739330292,-0.10472508519887924,-0.17660273611545563,-0.08754261583089828,0.4175598621368408,-0.11024120450019836,-0.09872134774923325,-0.08751828223466873,0.4254920184612274,-0.11198089271783829
270,2021-03-17,0.0,0.0,10:40,2020-2021,0.0,0.0, , , , ,,10,POINT (-115.24869 44.19866),44.19866,-115.24869,,,,IDBRL3,ID,Boise River Basin,LR_3,No, ,2021-03-10,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-10_2021-03-16.sd.nc,1.2280569076538086,0.6069744825363159,-0.05439294874668121,-0.062021639198064804,0.3847939372062683,-0.08853347599506378,-0.08423130959272385,-0.12228789925575256,-0.1056918352842331,0.3784051835536957,-0.07832754403352737,-0.13610969483852386,-0.10119211673736572,0.37750157713890076,-0.07826754450798035,-0.09394451975822449,-0.09377557039260864,0.3988064229488373,-0.08422677963972092
271,2021-03-22,0.008,0.042,8:30,2020-2021,8.0,4.0,7.0,4.0,7.5,4.5,189.9047619047619,11,POINT (-115.24869 44.19866),44.19866,-115.24869,,,,IDBRL3,ID,Boise River Basin,LR_3,Yes, ,2021-03-17,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-16_2021-03-22.sd.nc,1.2280569076538086,0.15797235071659088,0.06861907988786697,,0.33842992782592773,0.003279182594269514,,-0.08400358259677887,,0.3334234952926636,,0.131349116563797,,0.3361561596393585,,-0.02532956190407276,,0.3674860894680023,
273,2021-01-27,0.016,0.14300000000000002,9:30,2020-2021,16.0,14.5,15.0,14.5,16.0,14.0,111.55244755244753,3,POINT (-115.21862 44.23075),44.23075,-115.21862,,,,IDBRL4,ID,Boise River Basin,LR_4,Yes, ,2021-01-20,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,1.147409439086914,0.12724129855632782,-0.06608382612466812,-0.027262970805168152,0.3927876353263855,0.008467087522149086,-0.002651308197528124,0.11375881731510162,,0.3100152611732483,0.02970782294869423,-0.0370640903711319,,0.3119726777076721,0.010099932551383972,-0.08850888162851334,-0.05608036369085312,0.319879412651062,0.016675854101777077
274,2021-02-04,0.028,0.182,10:20,2020-2021,27.0,18.0,28.0,18.0,27.5,18.5,153.3846153846154,4,POINT (-115.21862 44.23075),44.23075,-115.21862,,,,IDBRL4,ID,Boise River Basin,LR_4,Yes, ,2021-01-27,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,1.147409439086914,0.2672995924949646,0.27859172224998474,0.21365317702293396,0.33714765310287476,0.203974187374115,0.2491915374994278,0.216176375746727,,0.298737108707428,0.2858583927154541,0.23913387954235077,0.22772538661956787,0.2934284210205078,0.3041388988494873,0.23033492267131805,0.24223890900611877,0.2904157042503357,0.25080054998397827
275,2021-02-10,0.009,0.06,10:13,2020-2021,9.0,5.5,8.5,6.0,9.5,6.5,149.54999999999998,5,POINT (-115.21862 44.23075),44.23075,-115.21862,,,,IDBRL4,ID,Boise River Basin,LR_4,Yes, ,2021-02-04,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,1.147409439086914,0.10943515598773956,-0.10401403903961182,-0.10470806807279587,0.31877246499061584,-0.09384647756814957,-0.1411442756652832,-0.09642627090215683,-0.1787661761045456,0.3003775477409363,-0.11252529174089432,0.016482489183545113,,0.3089635968208313,-0.154658243060112,-0.17854009568691254,-0.18803831934928894,0.3047170639038086,-0.14107531309127808
277,2021-03-03,0.021,0.085,9:30,2020-2021,20.0,8.0,21.0,8.5,22.0,9.0,246.31764705882355,8,POINT (-115.21862 44.23075),44.23075,-115.21862,,,,IDBRL4,ID,Boise River Basin,LR_4,Yes, ,2021-02-10,21 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-10_2021-03-03.sd.nc,1.147409439086914,0.4634522497653961,0.2412698119878769,,0.291167676448822,0.3491775691509247,,0.3029016852378845,,0.28828009963035583,,0.27650538086891174,,0.25833839178085327,,0.3214883506298065,,0.2813616991043091,
278,2021-03-10,0.0,0.0,10:40,2020-2021,0.0,0.0, , , , ,,9,POINT (-115.21862 44.23075),44.23075,-115.21862,,,,IDBRL4,ID,Boise River Basin,LR_4,No, ,2021-03-03,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,1.147409439086914,0.5014788508415222,-0.21092022955417633,-0.09435592591762543,0.3055359721183777,-0.12249576300382614,-0.11085428297519684,-0.0693592056632042,-0.051062583923339844,0.2940363585948944,-0.11935095489025116,-0.0563935786485672,,0.2970886528491974,-0.09240024536848068,-0.07042860984802246,-0.10412261635065079,0.32483136653900146,-0.0870378166437149
279,2021-03-17,0.0,0.0,11:00,2020-2021,0.0,0.0, , , , ,,10,POINT (-115.21862 44.23075),44.23075,-115.21862,,,,IDBRL4,ID,Boise River Basin,LR_4,No, ,2021-03-10,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-10_2021-03-16.sd.nc,1.147409439086914,0.14395403861999512,-0.15505334734916687,,0.2931292653083801,-0.11326391249895096,-0.12667162716388702,-0.04809453710913658,,0.28957751393318176,-0.1686905175447464,-0.08120203018188477,,0.28640127182006836,-0.10956103354692459,-0.11630623042583466,,0.2845606207847595,-0.13379767537117004
280,2021-03-22,0.013,0.062,10:00,2020-2021,13.0,6.0,12.0,6.5,13.0,6.0,209.04838709677418,11,POINT (-115.21862 44.23075),44.23075,-115.21862,,,,IDBRL4,ID,Boise River Basin,LR_4,Yes, ,2021-03-17,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-16_2021-03-22.sd.nc,1.147409439086914,0.2276473194360733,0.022380130365490913,,0.27191150188446045,0.006496081128716469,,0.013859778642654419,,0.2729124426841736,0.023448582738637924,0.1276741623878479,,0.26660752296447754,0.07320409268140793,-0.09056597948074341,,0.26187053322792053,
284,2021-01-28,0.024,0.33,10:00,2020-2021,24.0,33.0,24.0,33.0,24.0,33.0,72.5090909090909,3,POINT (-115.23461 44.30344),44.30344,-115.23461,,,,IDBRL5,ID,Boise River Basin,LR_5,No, ,2021-01-20,8 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-20_2021-01-27.sd.nc,0.9155122637748718,0.6747472882270813,0.01231091096997261,0.005619934294372797,0.6793461441993713,0.0047136340290308,0.011555090546607971,-0.004610051866620779,0.007678355555981398,0.632770299911499,0.004623233340680599,-0.004021485801786184,0.011360169388353825,0.6491936445236206,0.0026671490631997585,0.00047332129906862974,0.0149772297590971,0.673173189163208,0.008129618130624294
285,2021-02-04,0.038,0.35200000000000004,10:50,2020-2021,37.0,35.0,38.0,34.5,38.0,36.0,107.6306818181818,4,POINT (-115.23461 44.30344),44.30344,-115.23461,,,,IDBRL5,ID,Boise River Basin,LR_5,No, ,2021-01-28,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,0.9155122637748718,0.664263129234314,0.28552132844924927,0.23403815925121307,0.49788784980773926,0.33611518144607544,0.2700314521789551,0.28153687715530396,0.23359204828739166,0.4402145743370056,0.27834922075271606,0.30491024255752563,0.23515553772449493,0.4438565671443939,0.28079503774642944,0.32617393136024475,0.266304075717926,0.5281316637992859,0.28614541888237
286,2021-02-10,0.011,0.098,11:36,2020-2021,11.0,10.0,11.5,10.0,11.5,9.5,111.90816326530611,5,POINT (-115.23461 44.30344),44.30344,-115.23461,,,,IDBRL5,ID,Boise River Basin,LR_5,No, ,2021-02-04,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,0.9155122637748718,0.6461334228515625,-0.014290209859609604,-0.051696814596652985,0.5298770666122437,-0.014627465046942234,-0.030854294076561928,-0.06126731261610985,-0.008282658644020557,0.4852001368999481,-0.03350492939352989,-0.0568857342004776,-0.00340741197578609,0.49078840017318726,-0.03245730698108673,-0.03118712268769741,-0.020881781354546547,0.5265365839004517,-0.02787458896636963
289,2021-03-10,0.013,0.107,13:03,2020-2021,12.0,11.0,13.0,10.5,13.0,10.5,121.13084112149532,9,POINT (-115.23461 44.30344),44.30344,-115.23461,,,,IDBRL5,ID,Boise River Basin,LR_5,No, ,2021-03-03,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,0.9155122637748718,0.15378911793231964,-0.17455092072486877,-0.159648135304451,0.5098896026611328,-0.18765193223953247,-0.1781049519777298,-0.23609350621700287,-0.22485464811325073,0.45009636878967285,-0.19843386113643646,-0.23278206586837769,-0.21784019470214844,0.45616787672042847,-0.1977539360523224,-0.07181019335985184,-0.1935844123363495,0.4896303415298462,-0.18846628069877625
290,2021-03-17,0.0,0.0,14:00,2020-2021,0.0,0.0, , , , ,,10,POINT (-115.23461 44.30344),44.30344,-115.23461,,,,IDBRL5,ID,Boise River Basin,LR_5,No, ,2021-03-10,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-10_2021-03-16.sd.nc,0.9155122637748718,0.5352279543876648,-0.1491108387708664,-0.1481975018978119,0.5199010968208313,-0.13404147326946259,-0.13580478727817535,-0.1321404129266739,-0.11907915771007538,0.43333351612091064,-0.12849585711956024,-0.1333572268486023,-0.12108117341995239,0.43108507990837097,-0.12869000434875488,-0.11686497926712036,-0.11526013910770416,0.4772237539291382,-0.1368703544139862
291,2021-03-22,0.033,0.23199999999999998,11:00,2020-2021,33.0,23.0,34.0,23.5,33.0,23.0,141.8146551724138,11,POINT (-115.23461 44.30344),44.30344,-115.23461,,,,IDBRL5,ID,Boise River Basin,LR_5,Yes, ,2021-03-17,5 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-16_2021-03-22.sd.nc,0.9155122637748718,0.5469423532485962,-0.03271367400884628,,0.38054704666137695,-0.023696381598711014,,0.17870892584323883,-0.032176073640584946,0.3266213536262512,-0.03036770038306713,0.18139849603176117,-0.019777385517954826,0.329829603433609,-0.007116734981536865,-0.08215086907148361,,0.3728739023208618,
294,2021-02-04,0.035,0.353,12:15,2020-2021,37.0,35.0,33.0,35.0,35.0,36.0,98.85269121813033,4,POINT (-115.23465 44.30309),44.30309,-115.23465,,,,IDBRL6,ID,Boise River Basin,LR_6,No, ,2021-01-28,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-01-27_2021-02-03.sd.nc,0.8737201690673828,0.5513219237327576,0.35759347677230835,0.2759363055229187,0.4678947925567627,0.3324558138847351,0.26602157950401306,0.30711013078689575,0.2934422492980957,0.43387430906295776,0.27813252806663513,0.2917096018791199,0.2856992781162262,0.43854081630706787,0.28017285466194153,0.30529943108558655,0.26143544912338257,0.5134714841842651,0.2825084626674652
295,2021-02-10,0.01,0.095,11:26,2020-2021,10.0,10.0,9.0,9.0,11.0,9.5,104.94736842105263,5,POINT (-115.23465 44.30309),44.30309,-115.23465,,,,IDBRL6,ID,Boise River Basin,LR_6,No,"LR_6 was done before LR_5, but very close in time. ",2021-02-04,6 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-02-03_2021-02-10.sd.nc,0.8737201690673828,0.5417629480361938,0.0022820543963462114,-0.025863042101264,0.5091463923454285,-0.018248870968818665,-0.034195952117443085,0.0030127691570669413,-0.02663000486791134,0.4955970048904419,-0.03606034070253372,0.002966166939586401,-0.027638038620352745,0.497129887342453,-0.035359516739845276,0.0022816818673163652,-0.010119695216417313,0.5323498249053955,-0.0310769472271204
298,2021-03-10,0.013,0.09300000000000001,13:41,2020-2021,12.0,9.0,13.0,9.0,13.0,10.0,139.36559139784944,9,POINT (-115.23465 44.30309),44.30309,-115.23465,,,,IDBRL6,ID,Boise River Basin,LR_6,Yes, ,2021-03-03,7 days,/bsuscratch/zacharykeskinen/data/uavsar/ncs/232_2021-03-03_2021-03-10.sd.nc,0.8737201690673828,0.4171126186847687,-0.14368967711925507,-0.16976866126060486,0.49643582105636597,-0.19139686226844788,-0.18300054967403412,-0.15651094913482666,-0.19207634031772614,0.45526397228240967,-0.20194701850414276,-0.16045880317687988,-0.19276495277881622,0.4597599506378174,-0.20095005631446838,-0.17413364350795746,-0.19035704433918,0.48683881759643555,-0.1932782530784607
